Date,Close,High,Low,Open,Volume,returns,volatility,range,momentum_5,day,target
2015-02-25,175.5172576904297,175.64900359707775,172.77274266158784,174.5951094084905,16358450,0.010108373247401214,0.013522964476403911,2.87626093548991,0.016401758793059606,2,-0.010132491513513475
2015-02-26,173.73883056640625,176.26378673282548,172.11408251711077,174.72686233820542,12153247,-0.010132491513513475,0.0139540765133851,4.149704215714706,0.016441935281717557,3,-0.0049287959369578305
2015-02-27,172.88250732421875,174.1779216072158,168.64498037030071,173.36553732046602,35742645,-0.0049287959369578305,0.013482087652641273,5.532941236915093,-0.005933587929519146,4,-0.12814301959359675
2015-03-02,150.72882080078125,157.2058730397826,150.17991771483872,157.2058730397826,52676159,-0.12814301959359675,0.03234120903005864,7.0259553249438795,-0.12043555436438103,0,-0.00495274223023634
2015-03-03,149.9822998046875,151.7168326118479,148.86254300764242,150.8385856421691,46726874,-0.00495274223023634,0.032055891226574144,2.8542896042054906,-0.1368462630676256,1,0.00790518900749193
2015-03-04,151.16793823242188,154.04418913382355,150.57512332049637,151.4972821696696,33411001,0.00790518900749193,0.03189526021900763,3.469065813327177,-0.1387289191867057,2,0.005809663567223788
2015-03-05,152.04617309570312,153.29767578206085,150.04816937411118,152.37551700661834,21288890,0.005809663567223788,0.03191482330986346,3.249506407949667,-0.124857853595439,3,-0.022815901011772
2015-03-09,148.5771026611328,151.4533532377348,148.09406215763636,150.926411347884,16929751,-0.022815901011772,0.03219667352991826,3.359291080098444,-0.14058914947076917,0,0.0005909327257906938
2015-03-10,148.66490173339844,150.48725779124223,147.14992839382032,149.30162829727644,13538973,0.0005909327257906938,0.0319899615038536,3.337329397421911,-0.01369292917185827,1,-0.001033778125472451
2015-03-11,148.51121520996094,149.60902114446085,148.22579359971812,149.4553349938221,13191922,-0.001033778125472451,0.03189832280674214,1.3832275447427378,-0.009808388034069804,2,0.02498543332356218
2015-03-12,152.22183227539062,152.9244319776442,148.7747276021678,148.88450195583798,28375424,0.02498543332356218,0.03248648248477419,4.149704375476404,0.006971677032125534,3,-0.020914574063177538
2015-03-13,149.03817749023438,153.69287245988463,147.85254783641403,152.94636103422013,16254309,-0.020914574063177538,0.03270057723025919,5.840324623470593,-0.019783435151474738,4,-0.011785674868741491
2015-03-16,147.2816619873047,150.00422591386408,147.10601472193918,149.7407445780178,8926276,-0.011785674868741491,0.032743636806830054,2.8982111919249007,-0.00871897924125431,0,0.013715142716450357
2015-03-17,149.30165100097656,149.58708307309828,147.65494196030474,149.0820918831136,11361862,0.013715142716450357,0.03250002155713789,1.9321411127935448,0.004283117670369929,1,-0.009853103330497937
2015-03-18,147.83056640625,149.85053085398775,147.54513437824397,149.85053085398775,9094350,-0.009853103330497937,0.03142809489673911,2.305396475743777,-0.004583147493262718,2,-0.00980231258071651
2015-03-19,146.38148498535156,149.67490298449445,145.56911105063486,148.6429594995953,10865286,-0.00980231258071651,0.03120140983845526,4.105791933859592,-0.038367343256472286,3,-0.01769909843966444
2015-03-20,143.79066467285156,146.5351798348915,143.32958529060485,146.5351798348915,10980106,-0.01769909843966444,0.031277701975759895,3.2055945442866403,-0.03520918536276818,4,-0.00015249167901620897
2015-03-23,143.76873779296875,144.82263220727046,142.71484337866704,143.30765833434913,11832346,-0.00015249167901620897,0.030763245271176107,2.107788828603418,-0.02385174194081774,0,-0.0025963624816228714
2015-03-24,143.3954620361328,144.82261204566385,143.15394177290744,143.63698229935815,11128170,-0.0025963624816228714,0.030764632758001485,1.6686702727564011,-0.03955876525977009,1,0.0006123926783161426
2015-03-25,143.4832763671875,144.3176114493629,143.15393247287616,144.3176114493629,7528966,0.0006123926783161426,0.03039670912445663,1.1636789764867217,-0.02940724739642686,2,-0.013312744860325965
2015-03-26,141.5731201171875,144.4493711256007,140.78269672594524,143.15395646187054,25124845,-0.013312744860325965,0.030068994319806697,3.6666743996554487,-0.03284817658903538,3,-0.015198634725768212
2015-03-27,139.42140197753906,142.82460496414598,138.36750773453434,142.27569149223504,22227555,-0.015198634725768212,0.03008950417274154,4.457097229611634,-0.03038627511218006,4,0.031653405925126776
2015-03-30,143.83456420898438,144.69086038159662,140.3654990106042,140.3654990106042,17152877,0.031653405925126776,0.03152240149858465,4.325361370992425,0.00045786321161433996,0,-0.005189924150852954
2015-03-31,143.08807373046875,144.38347777348503,142.27568931966192,144.38347777348503,12752488,-0.005189924150852954,0.014247709350176534,2.1077884538231046,-0.002143640400465441,1,0.020254718248729375
2015-04-01,145.9862823486328,146.22780261465195,142.34156941507396,143.08808090760547,11257250,0.020254718248729375,0.015108426289858975,3.886233199577987,0.017444583402457914,2,0.025718179012239162
2015-04-06,149.74078369140625,150.02621579108117,144.5152344306387,144.62500878126698,20059841,0.025718179012239162,0.016164157129745747,5.510981360442457,0.05769219162124806,0,-0.0011729865208961465
2015-04-07,149.5651397705078,150.61903409967348,147.98430349565982,149.7846989145421,10955870,-0.0011729865208961465,0.01609937434727887,2.6347306040136687,0.07275595890653075,1,0.016588312818095252
2015-04-08,152.04617309570312,152.3535558749172,149.96034572290714,150.1799048509172,12858493,0.016588312818095252,0.0156553925416949,2.393210152010056,0.057090650859050074,2,0.0025991274221741634
2015-04-09,152.4413604736328,153.2317836734803,151.0581329211484,152.33158614224774,7962836,0.0025991274221741634,0.015657245556944147,2.173650752331895,0.06536733984400822,3,-0.001440082911620011
2015-04-10,152.22183227539062,152.63899987005985,150.28969092254408,152.37552889589014,5808788,-0.001440082911620011,0.015660792819918327,2.349308947515766,0.04271325926272018,4,0.013990864082934928
2015-04-13,154.35154724121094,154.7467536132689,151.43137473759822,152.37549450532367,11311123,0.013990864082934928,0.01496499688026337,3.315378875670689,0.030791634958361014,0,0.009815153511171903
2015-04-15,155.8665313720703,157.4693285367388,154.30764602953795,155.4493638428772,18165922,0.009815153511171903,0.014174778322854839,3.161682507200851,0.04213141920123453,2,-0.013664002935328878
2015-04-16,153.7367706298828,156.50324653498245,152.22179722058522,154.9443613067689,8168670,-0.013664002935328878,0.014279114195542267,4.281449314397236,0.011118974583566477,3,0.004998564309742548
2015-04-17,154.50523376464844,155.12000967158667,152.68287761014386,153.91241898622167,9146535,0.004998564309742548,0.014041588454993955,2.43713206144281,0.013538801310898796,4,-0.028278960719084312
2015-04-20,150.135986328125,154.61503409093214,149.56512218296342,154.61503409093214,11709786,-0.028278960719084312,0.015386949128846812,5.0499119079687205,-0.013702672711835673,0,0.0001461484298901361
2015-04-21,150.15792846679688,153.12201292615418,149.7407609470518,150.11401664565523,11309747,0.0001461484298901361,0.015182679756422103,3.3812519791023874,-0.027169269433111265,1,0.004240428829103582
2015-04-22,150.79466247558594,151.4972620860525,148.6649233892399,149.3016500458691,11183242,0.004240428829103582,0.014508994313014865,2.8323386968125988,-0.03253982013866252,2,-0.003785487426788414
2015-04-23,150.2238311767578,152.1559725653453,148.55516076721375,150.7946849646852,9268343,-0.003785487426788414,0.014566323498612059,3.6008117981315593,-0.022850352838374,3,0.01710013408742994
2015-04-24,152.7926788330078,153.67092574987956,149.8066434907639,150.17989921326938,17985818,0.01710013408742994,0.014880387919699303,3.8642822591156687,-0.011084122459238399,4,-0.00890934277106692
2015-04-27,151.431396484375,154.48330488361916,151.14597483802137,153.20985150853318,9732828,-0.00890934277106692,0.015120732997496491,3.3373300455977812,0.008628245552128044,0,-0.021168540602937824
2015-04-28,148.22581481933594,151.49727196233542,146.49127159173847,151.4533601361811,11098180,-0.021168540602937824,0.015654156279927806,5.006000370596951,-0.01286721032441629,1,-0.027847690276233794
2015-04-29,144.0980682373047,147.5451728482528,143.72481247840693,147.12800526112008,10479677,-0.027847690276233794,0.016628425615973955,3.820360369845872,-0.04440869542955772,2,-0.017675018591934766
2015-04-30,141.55113220214844,144.2078235541954,141.04614102520236,143.94435261956252,20809376,-0.017675018591934766,0.015590543340597007,3.161682528993026,-0.057731845251668634,3,0.024352530723495747
2015-05-04,144.99826049804688,145.30564328416585,140.56312426141395,142.01222497663247,7487026,0.024352530723495747,0.01651334974711938,4.742519022751907,-0.05101303540518265,0,-0.011962297500285657
2015-05-05,143.2637481689453,144.47133922943846,142.10006894131726,144.2956814601761,13976353,-0.011962297500285657,0.01608067262576564,2.3712702881211953,-0.05393629395917543,1,-0.02421478564177637
2015-05-06,139.79464721679688,143.96631205044386,138.85052738880665,143.1539276882152,20990280,-0.02421478564177637,0.015613377318987523,5.115784661637207,-0.05688056168094158,2,0.013192917991674324
2015-05-07,141.63894653320312,142.14393767694227,138.58704897989202,139.860502184678,11010190,0.013192917991674324,0.01604165681104031,3.5568886970502547,-0.017065611872407738,3,0.016896724463907775
2015-05-08,144.0321807861328,144.60304493355838,141.68287211740426,142.95633588370745,12625098,0.016896724463907775,0.01606120541287572,2.920172816154121,0.0175275785179958,4,-0.004725247960837731
2015-05-11,143.35159301757812,145.23982298540287,142.4513950919214,144.91047897134686,9134733,-0.004725247960837731,0.016020333294837624,2.788427893481469,-0.011356463690065599,0,-0.006739551810650446
2015-05-12,142.38546752929688,144.0321765304934,141.88047635141797,143.81261741789373,14846868,-0.006739551810650446,0.016037915593306366,2.1517001790754193,-0.006130515576157625,1,0.011102759357839442
2015-05-13,143.96633911132812,144.82262501863124,140.95834221207124,143.52721037178196,11037270,0.011102759357839442,0.015887163759311294,3.8642828065599986,0.02984157102998153,2,-0.009608289494686728
2015-05-14,142.58306884765625,143.59305115310815,141.57308654220435,143.59305115310815,8347876,-0.009608289494686728,0.015631235594408925,2.0199646109037985,0.0066656970950558225,3,0.0052355847250160625
2015-05-15,143.32957458496094,143.98826234977153,142.64893612814964,142.7587209015512,5659055,0.0052355847250160625,0.015608357585717766,1.3393262216218886,-0.004878119579506679,4,0.020220696847426778
2015-05-18,146.22779846191406,146.62301532923073,143.2637241460402,143.7248035327095,7175678,0.020220696847426778,0.01639010904781249,3.3592911831905212,0.020063993596382668,0,-0.0013514296134322645
2015-05-19,146.03018188476562,147.50124361374222,145.23976906981073,145.67888730034124,8901031,-0.0013514296134322645,0.015236942130930875,2.2614745439314845,0.025597516507215312,1,-0.0018041356146568654
2015-05-20,145.7667236328125,146.7547553941959,145.1299969242279,146.00824389952408,5360856,-0.0018041356146568654,0.015233608780920659,1.6247584699680147,0.012505593547753824,2,-0.013706734912123597
2015-05-21,143.76873779296875,146.40346860982208,143.15396170220865,146.22782128040544,7458421,-0.013706734912123597,0.015413113295147118,3.249506907613437,0.008315636315692876,3,0.005344815362467559
2015-05-22,144.5371551513672,146.33756059386874,142.91240742148418,144.47129264220902,12962351,0.005344815362467559,0.015500823754223493,3.4251531723845687,0.008425201636877988,4,-0.037520848757551795
2015-05-25,139.11399841308594,142.4952397629223,138.93834070066708,141.1559136372447,24332194,-0.037520848757551795,0.016754211948770224,3.556899062255212,-0.048648752998089906,0,-0.008838238560487488
2015-05-26,137.8844757080078,139.42141056081726,137.3355726401046,139.42141056081726,11448185,-0.008838238560487488,0.016753244482371515,2.085837920712663,-0.055780976724289055,1,0.011783236172558498
2015-05-27,139.5092010498047,139.97028035225068,137.88444292742403,138.32357154002884,9485450,0.011783236172558498,0.016651942833706718,2.08583742482665,-0.04292833389581119,2,0.01180361757105941
2015-05-28,141.15591430664062,141.59503249527376,138.98225317841002,139.6848527180217,20765291,0.01180361757105941,0.015866414928624218,2.6127793168637368,-0.018173794431517343,3,0.017576653420236177
2015-05-29,143.636962890625,144.88845498828587,139.92637754235182,141.39743917934877,20563442,0.017576653420236177,0.015864100645281518,4.962077445934057,-0.006228102800276192,4,0.01513301475174944
2015-06-01,145.8106231689453,146.55713460069182,142.93437265659207,142.93437265659207,10448028,0.01513301475174944,0.015268034539665555,3.62276194409975,0.048137677244919574,0,-0.04035519621760297
2015-06-02,139.92640686035156,144.60306367306077,139.4653274316168,144.42741635502867,11266482,-0.04035519621760297,0.017616500992768437,5.1377362414439744,0.014808999648864507,1,-0.024856881794618424
2015-06-03,136.44827270507812,140.68427233293644,134.7449164006989,140.6618545627624,21470134,-0.024856881794618424,0.01766150746843403,5.939355932237532,-0.021940691522086886,2,-0.009198443259510913
2015-06-04,135.1931610107422,137.45684429522117,133.66910429627617,136.7172283800416,11429057,-0.009198443259510913,0.01741842791191769,3.787739998945,-0.0422423199565356,3,0.008952125271966205
2015-06-05,136.40342712402344,138.01714406736966,132.23468143918197,135.1259127532758,17605227,0.008952125271966205,0.01704710452184471,5.782462628187687,-0.05035984903210233,4,0.00016421803187816053
2015-06-08,136.4258270263672,138.17401837693473,135.48449404181778,137.61370213897254,10689359,0.00016421803187816053,0.017049744173506954,2.6895243351169427,-0.06436291086764179,0,-0.012321040962428143
2015-06-09,134.7449188232422,135.8207267497621,134.34149484635995,135.32764234540542,10292547,-0.012321040962428143,0.017170914320200063,1.4792319034021375,-0.037030094271487846,1,0.001663185795190758
2015-06-10,134.96902465820312,136.00000755634932,133.8483919997688,134.74490025748275,9861385,0.001663185795190758,0.01690171078328844,2.1516155565805093,-0.010841090308796208,2,-0.013450713540365422
2015-06-11,133.15359497070312,135.3724530739425,132.32432939835886,135.3724530739425,11520780,-0.013450713540365422,0.01700131780294796,3.048123675583639,-0.015086310762990496,3,0.0016831771894654235
2015-06-12,133.37771606445312,134.54317352118784,132.2346763736324,133.04152415956523,8653038,0.0016831771894654235,0.01692610006237051,2.3084971475554426,-0.0221820750648678,4,0.003192754364983008
2015-06-15,133.80355834960938,135.70863161311522,131.78641756567248,133.13117453668647,8680427,0.003192754364983008,0.016079664779229987,3.9222140474427363,-0.01922120418042983,0,0.0015074780903072682
2015-06-16,134.00526428222656,134.5431627631717,132.34672265631747,133.57942265739626,8231138,0.0015074780903072682,0.0161199637380763,2.196440106854226,-0.00548929449418345,1,0.007191959070703469
2015-06-17,134.96902465820312,135.8655329159171,133.24325079040756,133.80356711962472,10881861,0.007191959070703469,0.01631357994576618,2.6222821255095425,0.0,2,0.0026569952732120594
2015-06-18,135.32763671875,136.44826948499647,134.56561368298918,135.01386252755438,11296145,0.0026569952732120594,0.01619588174747902,1.8826558020072923,0.016327322957560453,3,0.010268093927137123
2015-06-19,136.71719360351562,136.91890020327193,135.5517362583598,135.73103574917906,8757082,0.010268093927137123,0.016364241880802474,1.3671639449121358,0.025037747215949757,4,0.017704889051192385
2015-06-22,139.13775634765625,139.9221969378689,136.58271732488365,137.2550904072814,7197508,0.017704889051192385,0.014749909987665195,3.339479612985258,0.03986589044298339,0,0.013370024911904643
2015-06-23,140.99803161621094,141.19974890710395,137.88267576543356,139.13778308189904,7586161,0.013370024911904643,0.014875976350513529,3.3170731416703916,0.05218278081417016,1,-0.002861225219948804
2015-06-24,140.5946044921875,142.58932762345793,139.4291469637693,141.28939545577984,7368751,-0.002861225219948804,0.014688075123532356,3.1601806596886206,0.04168052520369514,2,-0.0041446675540112166
2015-06-25,140.0118865966797,141.40147933944027,138.84642893344514,139.22744578283917,10885448,-0.0041446675540112166,0.014472943261255785,2.5550504059951322,0.034614140847408104,3,-0.014086916928069293
2015-06-26,138.03955078125,140.01186674861583,137.63612687399285,140.01186674861583,5507615,-0.014086916928069293,0.014141837040862798,2.3757398746229796,0.00967220832201443,4,0.00649462337065132
2015-06-29,138.93606567382812,139.3843251360087,136.1569017586055,136.80686785667635,9719271,0.00649462337065132,0.013720208709739869,3.2274233774031984,-0.0014495754360460689,0,0.0167770161468348
2015-06-30,141.26699829101562,142.0290320127899,138.08439939988057,139.04815043737955,11639874,0.0167770161468348,0.011077715516046928,3.944632612909345,0.0019075916998387843,1,-0.004918517609602158
2015-07-01,140.57217407226562,141.82728124722064,140.0791004393599,141.31178984903988,8850821,-0.004918517609602158,0.009449875670262625,1.7481808078607344,-0.00015953969217308295,2,0.004623698702789669
2015-07-02,141.22213745117188,142.23071311818956,140.52734656313635,140.79629581240857,6562181,0.004623698702789669,0.009123594423829645,1.7033665550532078,0.00864391505542983,3,0.00174573377327647
2015-07-03,141.4686737060547,142.05140771007035,140.01184935084632,140.8859503568698,5122200,0.00174573377327647,0.008985118512807954,2.0395583592240314,0.024841597248014713,4,0.008872119319736527
2015-07-06,142.7238006591797,142.83586818472,139.85498707753553,140.2584109907827,4419337,0.008872119319736527,0.009108597986722642,2.980881107184473,0.027262431586653646,0,-0.0032977863905532256
2015-07-07,142.2531280517578,143.12722914221263,141.6928117575425,142.83586211206102,7595780,-0.0032977863905532256,0.008552876642252346,1.4344173846701267,0.006980609573870256,1,-0.013864758721748083
2015-07-08,140.28082275390625,141.64799759859767,138.68952350553573,141.2669807849269,11611813,-0.013864758721748083,0.009326484427197529,2.9584740930619375,-0.002072610175393619,2,-0.007509155437287696
2015-07-09,139.22743225097656,141.15492342566145,138.89124031919636,140.21359027860993,6711914,-0.007509155437287696,0.008893923967572822,2.263683106465095,-0.014124592901626265,3,-0.0022536254128897593
2015-07-10,138.91366577148438,139.72051366659187,137.41201620667348,138.51023116909747,7493999,-0.0022536254128897593,0.00895098310259999,2.308497459918385,-0.018060591561628203,4,0.015166117704539461
2015-07-13,141.02044677734375,141.82729461633653,138.48781442342425,140.30323804340662,6623752,0.015166117704539461,0.00941800969433252,3.3394801929122764,-0.011934616889186511,0,-0.007310821695414638
2015-07-14,139.98947143554688,141.87212714958923,139.24985554915528,140.7290873219385,5465329,-0.007310821695414638,0.009678227249028133,2.6222716004339475,-0.01591287760918214,1,0.0054433284101871315
2015-07-15,140.75148010253906,141.28938929094062,139.56361551349016,139.56361551349016,5687830,0.0054433284101871315,0.009638872199470357,1.7257737774504562,0.0033551082706329005,2,0.012579614537228778
2015-07-16,142.52207946777344,143.39618057142638,139.98945787735207,141.11009048270324,5838516,0.012579614537228778,0.009918006095275104,3.4067226940743183,0.023663779210248093,3,0.0136815338477978
2015-07-17,144.4720001220703,145.18919822909675,142.38761648644265,142.79105107647786,6133622,0.0136815338477978,0.010084161326384638,2.8015817426540934,0.0400128692862336,4,-0.005584848602948167
2015-07-20,143.66514587402344,144.9874959054716,143.08242239471565,144.24788000816437,4946419,-0.005584848602948167,0.009607116865756512,1.9050735107559547,0.018754011614041888,0,-0.022153022350255847
2015-07-21,140.48252868652344,144.5392173570432,140.07910479251817,143.6651269259492,7069753,-0.022153022350255847,0.010561820113642829,4.460112564525048,0.0035221023832752163,1,0.003510066568093162
2015-07-22,140.9756317138672,142.52209550703685,139.2722648477192,139.89982386546666,8060271,0.003510066568093162,0.01057118889296231,3.249830659317638,0.0015925346658154371,2,0.001907678326793505
2015-07-23,141.24456787109375,142.29795785253935,139.85498597052052,141.24456787109375,5631003,0.001907678326793505,0.010527154132692375,2.4429718820188384,-0.008963604807411985,3,-0.0017454565410813805
2015-07-24,140.99803161621094,141.46869819173958,140.0791162329563,141.19974890710395,4199466,-0.0017454565410813805,0.009974880129074366,1.3895819587832818,-0.024045963944045012,4,-0.009219467413210669
2015-07-27,139.69810485839844,140.4601385160366,138.86883920439988,139.630862207205,5315522,-0.009219467413210669,0.010145691948426225,1.5912993116367318,-0.027613106794208808,0,-0.0014439794413153573
2015-07-28,139.4963836669922,140.7066661160368,138.75676779866856,139.83257560391186,6795594,-0.0014439794413153573,0.009379525136079153,1.9498983173682518,-0.007019698668236263,1,-0.023136096066138423
2015-07-29,136.26898193359375,139.8550156248821,134.7449250731803,139.40675608605383,9718356,-0.023136096066138423,0.010624159534691075,5.110090551701802,-0.03338626486757901,2,0.03930900359262224
2015-07-30,141.62557983398438,142.47725250391065,134.47594263793343,136.26894838734688,20744023,0.03930900359262224,0.013977926972397643,8.00130986597722,0.0026975335663057542,3,0.03180882897663695
2015-07-31,146.13052368164062,146.75808264697758,141.33421897488287,142.52208360432573,16948958,0.03180882897663695,0.015663757651632568,5.423863672094711,0.03640116111266045,4,0.017024458039785584
2015-08-03,148.61831665039062,149.4924070394726,145.72708557856998,146.13050945318523,14905871,0.017024458039785584,0.015962407274130754,3.765321460902612,0.06385349179241873,0,-0.004976360005544245
2015-08-04,147.8787384033203,148.61835435517264,145.4805803476118,148.57352946884322,10317915,-0.004976360005544245,0.01599690987764039,3.137774007560836,0.06009012216645426,1,0.005759344308102321
2015-08-05,148.7304229736328,149.29073938421817,146.39950755798444,147.8787394723829,5929897,0.005759344308102321,0.015564616568019534,2.891231826233735,0.09144737755589705,2,-0.01672716782065653
2015-08-06,146.24258422851562,148.3717818769403,145.2340085096578,148.17007525703414,8786024,-0.01672716782065653,0.01602325418331296,3.137773367282506,0.03260007408226229,3,-0.0055172318808733856
2015-08-07,145.43572998046875,145.95122141035822,144.33751513039195,145.23401269991095,4644064,-0.0055172318808733856,0.01609156408794622,1.6137062799662658,-0.0047546103556403985,4,-0.010787432868379798
2015-08-10,143.86685180664062,146.690840523646,143.14964308010275,145.45815101048586,5799938,-0.010787432868379798,0.016055922272487064,3.54119744354324,-0.03197092357685183,0,-0.0026484712558512147
2015-08-11,143.48582458496094,144.2926830118751,141.80487574420812,143.48582458496094,5520369,-0.0026484712558512147,0.015960618741911146,2.4878072676669944,-0.029706189448129194,1,-0.010465373111059773
2015-08-12,141.98419189453125,143.44101652493978,141.64799995600114,143.44101652493978,12386018,-0.010465373111059773,0.016141501222935967,1.79301656893864,-0.04535878365852253,2,-0.001262859110446768
2015-08-13,141.8048858642578,143.3065353072701,135.8207058593377,142.27555242564472,6900635,-0.001262859110446768,0.015893809460159298,7.485829447932417,-0.03034477534480351,3,0.005690105532734524
2015-08-14,142.6117706298828,143.55309327129544,141.02047113476723,142.32040353250463,7890438,0.005690105532734524,0.015626426661397193,2.532622136528204,-0.01941723227823855,4,-0.003929081375809718
2015-08-17,142.0514373779297,143.35136962166757,141.42387836983227,143.12724520978742,4495638,-0.003929081375809718,0.015602620942816225,1.9274912518353062,-0.012618712412994837,0,-0.006468995109610298
2015-08-18,141.13250732421875,142.8134563481331,140.12394217180324,141.87212318996782,9429541,-0.006468995109610298,0.014829390191688493,2.689514176329851,-0.01640104357032668,1,0.0065111154838333185
2015-08-19,142.0514373779297,142.54451108406604,138.51022905089133,140.75149447935885,7657887,0.0065111154838333185,0.01487832058231626,4.034282033174719,0.00047361246700194926,2,0.03928671441797582
2015-08-20,147.63217163085938,148.08043107438422,141.80488410369375,142.58932481132203,18701959,0.03928671441797582,0.017228615479455842,6.2755469706904705,0.04109368821170034,3,0.004250755176470333
2015-08-21,148.2597198486328,148.50625133713683,144.67368717956626,147.4528614326097,18452566,0.004250755176470333,0.017205696850289286,3.832564157570573,0.03960366801284576,4,-0.03189706339284437
2015-08-24,143.53067016601562,147.69942687579393,141.46870425247295,143.9116869963224,17120031,-0.03189706339284437,0.018710701753052048,6.230722623320986,0.010413360226341206,0,-0.0009367000814124449
2015-08-25,143.39622497558594,146.19780735650355,140.07915101038608,144.3599654788809,22094589,-0.0009367000814124449,0.018706817192479453,6.1186563461174615,0.016039661551302542,1,-0.007033699507800639
2015-08-26,142.3876190185547,143.82203656778177,140.57219529561067,142.36521190472806,16777892,-0.007033699507800639,0.017918600365337305,3.2498412721710963,0.002366619070038656,2,0.025342294364848472
2015-08-27,145.9960479736328,146.82531356242367,141.80488449585312,145.00988998094957,20810590,0.025342294364848472,0.01662806541099833,5.020429066570557,-0.011082433043913653,3,0.003991326502297277
2015-08-28,146.57876586914062,147.63215573657507,145.54778311131236,147.63215573657507,10099873,0.003991326502297277,0.015062430226839828,2.0843726252627164,-0.01133790068677032,4,-0.005657292082414389
2015-08-31,145.74952697753906,147.25117662413052,144.15822755994216,145.5702274355282,10005743,-0.005657292082414389,0.014579936402669313,3.0929490641883604,0.01545911273846201,0,-0.029832573636851767
2015-09-01,141.4014434814453,145.1891719353022,140.88595210795927,144.5616237053032,9835616,-0.029832573636851767,0.01594365769011276,4.303219827342929,-0.013910976348786352,1,0.014740875709583046
2015-09-02,143.48582458496094,144.80817441589923,141.26696657465482,142.94791541540764,13515913,0.014740875709583046,0.01629968524052761,3.5412078412444146,0.007712788330726639,2,-0.00031233094701998976
2015-09-03,143.44100952148438,145.5478001579325,143.0375749530127,143.149642478662,10476984,-0.00031233094701998976,0.015910087535625544,2.5102252049198057,-0.017500737092622454,3,-0.009062554850514104
2015-09-04,142.1410675048828,144.11337271177317,141.0876669323314,143.44099956902582,16321889,-0.009062554850514104,0.015984439933656815,3.025705779441779,-0.03027517893157594,4,-0.011510562611824704
2015-09-07,140.50494384765625,143.21687549971648,139.47396103836897,141.78245814907152,7386243,-0.011510562611824704,0.016008486595335453,3.7429144613475103,-0.03598353448303837,0,-0.0017546446988379039
2015-09-08,140.25840759277344,141.46868995802586,139.09295010568474,140.34805734910088,10634960,-0.0017546446988379039,0.01600506655473906,2.375739852341127,-0.008083622490189568,1,0.004793855509833245
